Judul,Isi,Tanggal,Kategori
Netizen Terima Kasih ke Nenek Paes Usai Indonesia Tahan Australia,"Beragam reaksi ditunjukkan netizen setelah Timnas Indonesia mengimbangi Australia 0-0 dalam babak ketiga Kualifikasi Piala Dunia 2026, Selasa (10/9) malam.
Timnas Indonesia meraih satu poin penting setelah menahan tim kuas Asia Australia tanpa gol di Stadion Utama Gelora Bung Karno (GBK).
Imbang lawan Australia membuat Skuad Garuda melewati dua ujian pertama di Grup C babak ketiga Kualifikasi Piala Dunia 2026 dengan baik, meraih dua poin dan tidak terkalahkan.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Indonesia pun kini menghuni peringkat keempat klasemen Grup C dengan dua poin di bawah Jepang, Arab Saudi, dan Bahrain. Posisi saat ini termasuk dalam zona aman sesuai target PSSI dan pelatih Shin Tae Yong.
Hasil imbang Timnas Indonesia melawan Australia disambut netizen dengan beragam reaksi. Melihat peringkat The Socceroos yang berada di posisi 24 ranking FIFA, netizen penuh syukur.
""Alhamdulillah, emang realistisnya imbang, karena lumayan berat kalo kandang, tekanannya bebannya terlalu besar. Ditambah lapangannya ya tau sendiri. Gak papa yg penting dapet point,"" ucap salah satu netizen.

Ada juga menyoroti penampilan apik kiper Maarten Paes dan bek Rizky Ridho yang tetap bermain bagus meski bersama sejumlah pemain naturalisasi.
""Paes dan Rizki Ridho gacor banget khususon buat Rizki Ridho meskipun banyak pemain abroad tapi doi gak gentar. Mantaplah timnas ku walaupun seri ini udh dpt poin FIFA tumpah ruah lumayan buat naikin ranking FIFA.""
Sementara netizen lain berkomentar dengan cara unik. Warganet berterima kasih kepada mendiang nenek Maarten Paes.
Pasalnya, lantaran nenek Nel Appels-van Heyst lahir di Kota Pare, Kediri, Maarten Paes bisa membela Timnas Indonesia. Nenek Paes tidak memiliki darah Indonesia, namun lahir dan besar di Indonesia sehingga memiliki istilah Blijvers.
""Man of the Match: Neneknya Maarten Paes. Makasih karena waktu itu lahirnya di Kediri bukan di Ukraina, beristirahatlah dengan tenang di atas sana nek.""

[Gambas:Video CNN]
","Rabu, 11 Sep 2024 15:04 WIB",Olahraga
Netizen Australia Kecewa Berat setelah Ditahan Imbang Timnas Indonesia,"Jika suporter Indonesia begitu gegap gempita menyambut hasil imbang melawan Australia dalam laga fase ketiga Kualifikasi Piala Dunia 2026, maka sebaliknya yang terjadi dengan fans skuad Socceroos.
Hasil imbang tanpa gol di Stadion Utama Gelora Bung Karno, Selasa (10/9), tak ubahnya pukulan telak bagi suporter Australia. Kekecewaan disuarakan dalam gelombang komentar di akun media sosial.
Terlebih Australia sebelumnya kalah dari Bahrain dalam laga kandang yang berlangsung pada Kamis (5/9). Australia pun kini menduduki peringkat kelima atau kedua dari bawah.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Kegeraman netizen Australia terpancar dari komentar-komentar yang menyambut unggahan akun resmi Federasi Sepak Bola Australia Subway Socceroos.
""Memalukan,"" cuit seorang pemilik akun menanggapi unggahan hasil laga Indonesia vs Australia.
""Kami tidak terkesan,"" tulis warganet lain.
[Gambas:Twitter]
Ketikan Subway Socceroos yang menyebut timnas Australia sudah mengalami peningkatan kinerja juga ditanggapi miring oleh netizen.
""Lebih baik? 0 gol dari 2 pertandingan Irvine dan Behich seharusnya tidak ada di tim dan Arnie seharusnya dipecat hari ini,"" ujar seorang netizen menyebut nama pemain Australia Jackson Irvine dan Aziz Behich, serta pelatih Graham Arnold.
""Sebuah peningkatan kinerja? Satu-satunya pemain yang terlihat ingin mencetak gol adalah Irankunda. Selebihnya tidak ada. Merka juga memegang bola terlalu lama. Tim ini butuh perbaikan besar khususnya di sektor gelandang,"" imbuh netizen lainnya.
Kegeraman suporter Australia cukup beralasan lantaran performa Australia pada dua laga awal fase ketiga Kualifikasi Piala Dunia 2026. Start yang buruk bisa memengaruhi kans skuad yang identik dengan warna hijau kuning ini untuk melanggengkan tradisi tampil di Piala Dunia.
Australia merupakan salah satu negara yang rutin tampil di pesta sepak bola dunia. Setelah debut pada Piala Dunia 1974, Australia selalu tampil di putaran final Piala Dunia sejak 2006 hingga 2022.

[Gambas:Video CNN]","Rabu, 11 Sep 2024 14:44 WIB",Olahraga
Link Live Streaming PSM Makassar vs Persib Bandung di Liga 1,"PSM Makassar akan menjamu Persib Bandung dalam lanjutan Liga 1 pekan keempat, Rabu (11/9). Link Live Streaming PSM Makassar vs Persib Bandung dapat dilihat dari artikel berikut.
Perhelatan Liga 1 2024/2025 selanjutnya akan menampilkan laga PSM Makassar vs Persib Bandung yang bertempat di Stadion Batakan, Balikpapan. Duel antara pemuncak klasemen dengan peringkat delapan tersebut akan diselenggarakan hari ini, Rabu (11/9) pukul 15.30 WIB.
Tim Juku Eja dipastikan akan berusaha melanjutkan tren positif setelah meraup 3 kemenangan berturut-turut dalam lanjutan Liga 1 2024/2025 dengan mengalahkan Persis Solo, PSBS Biak, dan Dewa United.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Sedangkan Persib yang berstatus sebagai juara Liga 1 harus meratapi nasibnya bertengger di papan tengah klasemen. Hal ini disebabkan oleh hasil yang kurang memuaskan dari Maung Bandung saat melakoni tiga laga terakhirnya yang hanya mampu meraih satu kemenangan dan dua kali imbang.
Link live streaming PSM Makassar vs Persib Bandung di Liga 1 bisa disaksikan melalui layanan Vidio.com.
Pemain asing PSM asal Senegal, Latyr Fall, mengutarakan pertandingan melawan Persib menjadi ujian yang sulit bagi timnya. Hal ini dilatarbelakangi oleh pertemuan terakhir kedua tim di Piala Presiden musim ini. Saat itu PSM harus mengakui keunggulan Persib Bandung.
""Mereka tim juara. Kami harus respek terhadap mereka dan harus belajar dari kesalahan-kesalahan kami saat dikalahkan Persib,"" ujarnya dilansir dari situs resmi PT Liga Indonesia Baru.

Di sisi yang lain, Persib Bandung menyadari bahwa laga tandang melawan PSM Makassar bukan menjadi hal yang mudah. Rekor buruk yang didapatkan saat bertamu ke kandang PSM menjadi mimpi buruk yang terus menghantui mereka.
Kekalahan 1-5 dan 2-4 saat bertamu ke PSM dalam dua tahun terakhir harus menjadi Pelajaran berharga bagi pasukan Bojan Hodak.
""Ini merupakan pertandingan yang sulit, PSM adalah tim yang sekarang ada di puncak. Setiap pertandingan antara Persib vs PSM pun selalu ketat, kami prediksi itu akan terjadi lagi,"" tutur pelatih asal Kroasia tersebut.
Stadion Batakan, Balikpapan, Kalimantan Timur / Rabu (11/9) pukul 15.30 WIB/ Vidio.com

[Gambas:Video CNN]","Rabu, 11 Sep 2024 14:33 WIB",Olahraga
Reaksi El Loco Gonzales Tonton Indonesia Imbangi Australia,"Penyerang legendaris Cristian Gonzales¬†merespons pencapaian¬†Timnas Indonesia yang mengimbangi Australia 0-0 dalam babak ketiga Kualifikasi Piala Dunia 2026, Selasa (10/9).
Timnas Indonesia kembali meraih poin penting dalam Grup C babak ketiga Kualifikasi Piala Dunia 2026 usai menahan Australia tanpa gol di Stadion Utama Gelora Bung Karno (GBK). Sebelumnya Indonesia membawa pulang satu poin usai sebelumnya mengimbangi Arab Saudi 1-1.
Cristian Gonzales yang bermain untuk Timnas Indonesia sejak November 2010 sampai Maret 2015 hadir di GBK menyaksikan perjuangan Skuad Garuda melawan Australia.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Bersyukur dengan 1 poin yang sangat berharga malam ini dan sungguh luar biasa sangat mengingatkan saya pada [tahun] 2010,"" ujar Gonzales dalam unggahan di Instagram.
Dalam unggahan tersebut El Loco, sapaan Gonzales, juga terlihat bersama dengan mantan pemain Timnas Indonesia lain, Irfan Bachdim.
Selama berkarier bersama Timnas Indonesia, Gonzales dan Irfan Bachdim membawa Skuad Garuda runner up Piala AFF 2010.
[Gambas:Instagram]
Melihat perkembangan Timnas Indonesia sejauh ini, El Loco mengaku bangga. Mantan pemain Arema FC, Persib Bandung, dan PSS Sleman ini juga mendoakan PSSI dan ketua umum Erick Thohir.
""Sangat bangga dengan kemajuan sepakbola @timnasindonesia kita,"" tutur El Loco. üëè
""Semoga jaya selalu @erickthohir dan @pssi,"" ucap Gonzales menambahkan.
Dengan raihan dua poin atas Arab Saudi dan Australia, Timnas Indonesia kini menempati peringkat keempat klasemen sementara Grup C babak ketiga Kualifikasi Piala Dunia 2026.
Tim Merah Putih di bawah Jepang, Arab Saudi, dan Bahrain. Tim asuhan Shin Tae Yong ini di atas Australia dan China yang di dasar klasemen.

[Gambas:Video CNN]
","Rabu, 11 Sep 2024 14:22 WIB",Olahraga
Pelatih Australia Usai Lawan Indonesia: Kami Harusnya Menang Mudah,"Pelatih Graham Arnold menilai Australia seharusnya menang mudah atas Timnas Indonesia pada laga kedua Grup C babak ketiga Kualifikasi Piala Dunia 2026, Selasa (10/9).
Arnold tidak senang dengan hasil tanpa gol timnya melawan Timnas Indonesia di Stadion Utama Gelora Bung Karno. Menurutnya Socceroos kembali membuang kesempatan seperti saat kalah 0-1 dari Bahrain di laga pertama.
""Kami seharusnya menang dan menang dengan mudah. Kami punya peluang, kami membuang peluang- lagi. Kami seharusnya bisa mengalahkan Bahrain - kami membuang peluang- dan hari ini kami seharusnya menang dengan mudah dan kami membuang peluang,"" ucapnya seperti dilansir dari Yahoo Sports.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Jadi, saya mungkin sama kecewanya dengan fans Australia lainnya. Tapi masih ada delapan pertandingan tersisa dan targetnya untuk lolos langsung, tapi Anda punya tempat playoff tambahan. Saya merasa frustrasi,"" katanya melanjutkan.
Australia tidak bisa dipungkiri bermain lebih baik di laga melawan Timnas Indonesia. Jackson Irvine dan kawan-kawan sempat kesulitan di awal laga tetapi setelah itu bisa mendominasi permainan.
Sejumlah peluang emas bahkan dihasilkan oleh tim tamu. Namun, peluang-peluang itu mentah karena Maarten Paes tampil memikat di bawah mistar Timnas Indonesia.



Paes setidaknya membuat lima penyelamatan di laga ini. Tim Merah Putih pun mendapatkan satu poin penting di laga ini.
Sebaliknya buat Australia hasil imbang ini membuat situasinya menjadi lebih sulit. Australia baru meraih satu poin dari dua pertandingan dan tertahan di peringkat kelima Grup C babak ketiga Kualifikasi Piala Dunia 2026.

[Gambas:Video CNN]
","Rabu, 11 Sep 2024 13:55 WIB",Olahraga
Media Asing: Target 4 Besar STY Tak Lagi Tampak Muluk-muluk,"Media asing ESPN menyoroti keberhasilan Timnas Indonesia meraih dua poin di dua laga awal Grup C babak ketiga Kualifikasi Piala Dunia 2026.
Timnas Indonesia yang dianggap sebagai tim terlemah di grup ini justru bisa bikin kejutan. Tim asuhan Shin Tae Yong bisa menahan dua tim langganan tampil di Piala Dunia, Arab Saudi dan Australia.
Tim Garuda bahkan tampil sangat baik saat membawa pulang satu poin dari markas Arab Saudi berkat hasil imbang 1-1 di Jeddah, 5 September lalu. Bahkan, Timnas Indonesia sempat unggul lebih dulu lewat gol Ragnar Oratmangoen.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Saat melawan Australia, Timnas Indonesia dapat ujian berat. Socceroos memperlihatkan kelas mereka karena terus menekan tetapi tak mampu mencetak gol berkat solidnya pertahanan dan kinerja apik kiper Maarten Paes.
ESPN dalam ulasannya dibuat heran karena Indonesia justru bisa mencuri dua poin dari dua lawan berat di grup neraka. Hasil ini membuat target awal STY untuk membantu Indonesia finis di posisi empat besar jadi terlihat realistis.
""Indonesia entah bagaimana berhasil keluar dari pertandingan pembuka yang terlihat mengerikan dengan dua poin berharga,"" tulis ESPN.
""Target finis empat besar yang dicanangkan pelatih Shin Tae Yong - setidaknya bisa membawa Indonesia melaju ke babak berikutnya - tak lagi tampak muluk-muluk.""



Sebelumnya, STY memang mengungkapkan target jangka pendek membawa Tim Merah Putih menempati peringkat ketiga atau keempat di babak ketiga. Dengan begitu, Timnas Indonesia bisa tetap berjuang di babak keempat untuk memperebutkan tiket lolos ke Piala Dunia 2026.
""Dalam jangka pendek, saya ingin membawa [Timnas] Indonesia ke peringkat ketiga atau keempat di putaran ketiga Kualifikasi Piala Dunia 2026. Lolos langsung ke Piala Dunia 2026 sebagai peringkat pertama atau kedua masih jadi angan-angan,"" kata STY dikutip dari Chosun pada akhir Juli lalu.

[Gambas:Video CNN]

","Rabu, 11 Sep 2024 13:26 WIB",Olahraga
Link Live Streaming Bali United vs Arema FC di Liga 1,"Pekan keempat Liga 1 akan mempertemukan laga antara Bali United vs Arema FC yang akan berlangsung di Stadion Kapten I Wayan Dipta, Bali. Berikut link live streaming Bali United vs Arema FC.
Kedua tim mengalami nasib berbeda dalam perjalanannya di Liga 1 musim ini. Dalam tiga laga terakhir yang sudah dimainkan, baik Bali maupun Arema sama-sama sudah menelan satu kekalahan.
Namun, dua pertandingan lainnya menentukan perbedaan nasib kedua tim. Bali United sudah mengantongi enam poin dari dua kemenangan saat bertemu dengan Semen Padang dan Persik Kediri.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Di samping itu, tim Singo Edan masih mencoba peruntungan untuk memetik tiga poin pertama saat bertamu ke Bali hari ini, Rabu (11/9). Johan Alfarizi dkk sama sekali belum meraih kemenangan setelah ditahan imbang dua kali Dewa United dan Persib Bandung.
Saat ini, baik Bali maupun Arema masing-masing berada pada peringkat ke-6 dan 14 pada klasemen BRI Liga 1 2024/2025.
Joel Cornelli yang mengampu kursi pelatih Arema saat ini sangat bersikeras untuk menuai kemenangan perdana saat pertarungan di Pulau Dewata nanti.
""Tentu saja, kami pernah bertemu sebelumnya dan mereka kalah. Tentu, mereka ingin membalasnya. Mereka tim berkualitas, apalagi main di kandang sendiri nanti,"" kata Cornelli dikutip dari laman resmi Liga Indonesia Baru.
Di sisi yang lain, tim yang dijuluki Serdadu Tridatu juga akan tampil ngotot saat menjadi tuan rumah. Mitsuru Maruoka dkk nampaknya akan melupakan penuh kekalahan mereka saat bertemu Arema di Piala Presiden musim ini.
Pelatih Bali United Stefano Teco Cugurra mengaku mewaspadai pemain asing Arema. Saat ini, tim lawan memiliki delapan pemain asing yang dinilai lebih komplet dari timnya.
""Saya lihat, mereka punya pemain asing terakhir dari Brasil. Lebih komplet dari kita. Saya sudah melihat kualitasnya saat main lawan Persib Bandung,"" ujar pelatih yang akrab disapa Teco itu.

Sebab itu, Teco menggenjot stamina pemain untuk mengimbangi daya terjang para pemain berjuluk Singo Edan. Kerja ekstra keras pun harus dijalani demi mengamankan posisi di papan atas klasemen sementara Liga 1.
""Persiapan lawan Arema harus kerja keras, terutama di fisik. Dua tim ini sama-sama butuh poin, apalagi Arema. Jadi ini laga sulit, saya harap suporter bisa datang ke stadion support kita,"" ujar Stefano Cugurra.
Bali United vs Arema FC/ Liga 1/ Stadion Kapten I Wayan Dipta/ Rabu (11/9) pukul 15.30 WIB/ Vidio.com.

[Gambas:Video CNN]","Rabu, 11 Sep 2024 13:22 WIB",Olahraga
"Media Australia: Indonesia, Raksasa Tidur yang Mulai Bangkit","Media Australia memberikan pujian atas penampilan Timnas Indonesia yang mengimbangi Australia 0-0 dalam babak ketiga Kualifikasi Piala Dunia 2026, Selasa (10/9).
Timnas Indonesia menggagalkan ambisi Australia untuk bangkit usai kalah 0-1 dari Bahrain pada pertandingan pertama. Australia yang menargetkan menang di Jakarta kembali dijegal Indonesia dengan hanya membawa pulang satu poin dari Stadion Utama Gelora Bung Karno (GBK).
Dalam pertandingan itu Indonesia memberikan ancaman pada awal-awal permainan lewat tembakan Sandy Walsh dan Rafael Struick. Namun setelah itu Australia mendominasi dengan sejumlah serangan.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Skuad Garuda dipaksa bertahan oleh The Socceroos. Serangan balik Indonesia juga tidak berjalan mulus. Meski begitu gawang Indonesia masih aman dari kebobolan lewat penampilan apik kiper Maarten Paes yang membuat lima penyelamatan.
Usai hasil imbang itu Australia mendapat hujan kritik dari media setempat. Pasalnya tim asuhan Graham Arnold itu bisa terancam gagal ke Piala Dunia 2026 usai hanya dapat satu poin dari dua laga awal. Mulanya Australia menargetkan enam poin dari dua pertandingan pertama.
Sebaliknya, media Australia memberikan pujian kepada Timnas Indonesia yang berhasil meraih dua poin dari Arab Saudi dan Australia. Pasalnya, dua tim itu merupakan langganan Piala Dunia sebagai wakil Asia.

""Ya, Asia sedang berkembang dan ada tanda-tanda yang semakin jelas bahwa raksasa yang sedang tidur, Indonesia, mulai bangkit, penghargaan harus diberikan kepada yang berhak menerimanya,"" tulis ESPN Australia.
""Namun, tidak harus ada -- dan seharusnya tidak ada -- korelasi apa pun antara peningkatan ekspektasi terhadap penampilan lawan dan stagnasi atau bahkan penurunan ekspektasi terhadap diri sendiri.""
Sementara, The Sydney Morning Herald menyebut kualitas Timnas Indonesia tidak seperti peringkat mereka yang berada di posisi ke-133 dalam ranking FIFA.
""Indonesia adalah tim yang bagus yang menentang peringkat FIFA mereka. Namun, hal itu terdengar seperti alasan bagi Australia yang berada di peringkat ke-24, yang berhasil mencapai babak 16 besar di Piala Dunia terakhir dan meninggalkan Qatar pada bulan Desember 2022 dengan tujuan untuk maju lebih jauh empat tahun kemudian,"" tulis SMH.

[Gambas:Video CNN]
","Rabu, 11 Sep 2024 13:02 WIB",Olahraga
Alasan STY Mainkan Wahyu 'Hulk' Ketimbang Asnawi saat Lawan Australia,"Pelatih Shin Tae Yong memberikan alasan memainkan bek tengah Wahyu Prasetyo ketimbang Asnawi Mangkualam saat Timnas Indonesia mengimbangi Australia 0-0 dalam Kualifikasi Piala Dunia 2026, Selasa (10/9).
Timnas Indonesia kembali meraih poin penting dalam Grup C babak ketiga Kualifikasi Piala Dunia 2026 usai menahan Australia tanpa gol. Sebelumnya Indonesia membawa pulang satu poin usai sebelumnya mengimbangi Arab Saudi 1-1.
Dalam laga tersebut Indonesia terus dalam gempuran Australia. Akan tetapi pertahanan solid Skuad Garuda membuat The Socceroos frustrasi.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Hanya saja serangan bertubi-tubi Australia sangat menggerus stamina pemain belakang Indonesia. Wingback kanan Sandy Walsh harus ditarik keluar pada menit ke-86.
Akan tetapi dibanding Asnawi Mangkualam yang memiliki spesialisasi di sektor kanan pertahanan, STY lebih memilih Wahyu 'Hulk' Prasetyo
""Sebagai pelatih kepala harus ambil keputusan dengan cepat bagaimana [dalam] situasi seperti ini,"" ujar Shin Tae Yong usai pertandingan.

""Kalau saya pilih Wahyu karena cenderung bertahan,"" ucap Shin Tae Yong menambahkan.
Menurut statistik Sofascore, Wahyu memenangi satu kali duel dari dua kejadian. Memiliki akurasi operan mencapai 60 persen dan satu kali kehilangan posisi.
Faktor lain yang bisa jadi pertimbangan Shin Tae Yong memainkan Hulk daripada Asnawi adalah, pemain Malut United ini bisa diandalkan dalam duel udara karena memiliki postur lebih tinggi.
Selain menempatkan Wahyu di sektor kanan pertahanan, keputusan aneh lain STY dalam laga Indonesia vs Australia adalah memainkan Pratama Arhan di sektor serangan.
""Arhan, kami ingin serangan balik. Serangan balik dengan long throw. Memang setiap saat saya harus dapat keputusan tepat memikirkan setiap taktik saat tergantung kondisi seperti apa,"" tutur STY.

[Gambas:Video CNN]
","Rabu, 11 Sep 2024 12:38 WIB",Olahraga
Berapa Poin Aman Timnas Indonesia untuk Lolos Piala Dunia 2026?,"Timnas Indonesia sudah meraih dua poin dari dua laga Kualifikasi Piala Dunia 2026. Berapa jumlah poin aman agar lolos ke Amerika, Kanada, dan Meksiko?
Jika mengacu Kualifikasi Piala Dunia 2018 dan 2022, minimal 15 poin. Itu diciptakan Korea Selatan di Kualifikasi Piala Dunia 2018. Ketika itu Korea jadi runner up Grup A dengan 15 poin.
Adapun di Kualifikasi Piala Dunia 2022, poin minimal untuk lolos langsung ke putaran final adalah 22. Ini poin yang dikumpulkan Jepang di Grup B Kualifikasi Piala Dunia 2022.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Dalam fase ketiga Kualifikasi Piala Dunia 2018 dan 2022, jumlah negara yang bersaing adalah enam pada masing-masing grup atau sama seperti format saat ini yang diikuti Timnas Indonesia.
Namun, untuk melaju ke fase keempat kualifikasi, jumlah poinnya lebih rendah lagi. Untuk Kualifikasi Piala Dunia 2018, poin peringkat keempat adalah 13 dan pada 2022 sembilan poin.
Pada 2018, Uzbekistan (13) dan Uni Emirat Arab (13) adalah klub penghuni peringkat keempat fase ketiga kualifikasi. Adapun pada 2022 yang berada di posisi keempat adalah Irak (9) dan Oman (14).
Dengan asumsi poin di kualifikasi 2018 dan 2022, Indonesia minimal harus meraih 15 poin agar bisa lolos langsung ke putaran final Piala Dunia 2026, sebagai juara atau runner up grup.
Artinya tim asuhan Shin Tae Yong ini perlu meraih 13 poin lagi dalam delapan pertandingan tersisa. Jika meraih empat kemenangan kandang dan minimal satu kali imbang saat tandang, 15 poin akan tercapai.

Jika lolos langsung dinilai terlalu berlebihan, lolos ke fase keempat kualifikasi dengan menempati posisi ketiga atau keempat grup, lebih realistis untuk digapai Indonesia.
Mengacu dua kualifikasi sebelumnya, sembilan poin bisa meloloskan, meski tak terlalu aman. Dengan kata lain Indonesia hanya perlu meraih tujuh poin dalam delapan laga tersisa.
Delapan laga tersisa Indonesia adalah tandang ke markas Bahrain dan China pada Oktober, lalu menjamu Jepang dan Arab Saudi pada November, lantas tandang ke Australia dan menjamu Bahrain pada Maret 2025.
Terakhir ada laga kandang menjamu China dan tandang ke markas Jepang pada Juni 2025. Dengan kata lain ada empat laga kandang dan tandang yang bisa jadi sarana mengumpulkan poin.
Berkaca dari dua laga awal fase ketiga kualifikasi, Indonesia berpotensi meraih minimal satu poin saat tandang ke China dan Bahrain serta menang dari keduanya di kandang.
Untuk empat laga tersisa lainnya, bisa meraih satu poin atas Jepang dan Australia serta Arab Saudi rasanya sudah pencapaian bagus. Kualitas Indonesia masih di bawah tiga negara ini.
Dengan kata lain ada delapan poin yang berpotensi diraih dari China dan Bahrain. Anggap saja kemudian kalah dari Jepang, Arab Saudi, dan Australia di laga tersisa, 10 poin berhasil diraih.
Dengan poin ini, Indonesia berpeluang menempati peringkat ketiga atau keempat Grup C. Namun ini tergantung juga dari perolehan poin tim-tim lain, utamanya Arab Saudi, Australia, dan Bahrain.
[Gambas:Video CNN]","Rabu, 11 Sep 2024 18:50 WIB",Olahraga
